Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
1993-05-06,24.900023947285195,24.917497648300834,24.830129143222642,24.84760284423828,54700,6,3,18,5,1993
1993-05-07,24.865058862633735,24.865058862633735,24.76021673109768,24.795164108276367,68000,7,4,18,5,1993
1993-05-10,24.830129143222642,24.98739245236339,24.830129143222642,24.84760284423828,113900,10,0,19,5,1993
1993-05-11,24.847582881190192,24.952425003051754,24.777688133282485,24.952425003051758,42600,11,1,19,5,1993
1993-05-12,24.84756479089424,24.93493316217024,24.84756479089424,24.91745948791504,31000,12,2,19,5,1993
1993-05-13,24.812640588786095,24.812640588786095,24.602956302120297,24.62042999267578,129100,13,3,19,5,1993
1993-05-14,24.620424736629833,24.690319483930413,24.585477362979542,24.602951049804688,63500,14,4,19,5,1993
1993-05-17,24.672845374753265,24.690319061279297,24.56800325559709,24.690319061279297,34000,17,0,20,5,1993
1993-05-18,24.70779512421605,24.725268812422712,24.585479306769436,24.672847747802734,105200,18,1,20,5,1993
1993-05-19,24.672841942368244,25.17957878112793,24.51557878551179,25.17957878112793,50200,19,2,20,5,1993
1993-05-20,25.17957503110892,25.249469757080078,25.127153986630553,25.249469757080078,98200,20,3,20,5,1993
1993-05-21,25.26695333779191,25.301900714469355,25.004848012711083,25.022321701049805,221400,21,4,20,5,1993
1993-05-24,25.074726643250617,25.2145160600771,25.074726643250617,25.127147674560547,30500,24,0,21,5,1993
1993-05-25,25.231999833413415,25.231999833413415,25.17957878112793,25.17957878112793,191800,25,1,21,5,1993
1993-05-26,25.249487927223086,25.511593338232323,25.232014233155805,25.49411964416504,102400,26,2,21,5,1993
1993-05-27,25.529055994183356,25.529055994183356,25.371792815574423,25.406740188598633,53800,27,3,21,5,1993
1993-05-28,25.389262114381825,25.389262114381825,25.1621042289813,25.284420013427734,79100,28,4,21,5,1993
1993-06-01,25.371802845040385,25.616434552912676,25.336855458201484,25.52906608581543,28300,1,1,22,6,1993
1993-06-02,25.459172256030477,25.581488114501454,25.35433009162678,25.49411964416504,20300,2,2,22,6,1993
1993-06-03,25.44168756162284,25.44168756162284,25.354319129062322,25.406740188598633,21600,3,3,22,6,1993
1993-06-04,25.336849681256638,25.336849681256638,25.214533855209194,25.31937599182129,32000,4,4,22,6,1993
1993-06-07,25.371799416159,25.371799416159,25.232009887695312,25.232009887695312,121400,7,0,23,6,1993
1993-06-08,25.162104000835296,25.162104000835296,25.004840850830078,25.004840850830078,104500,8,1,23,6,1993
1993-06-09,25.092216491699215,25.197058621887376,25.05726911496983,25.09221649169922,43300,9,2,23,6,1993
1993-06-10,25.074749955221776,25.127171035267533,25.022328875176015,25.109697341918945,17900,10,3,23,6,1993
1993-06-11,25.19705344535209,25.24947449967668,25.109685021477777,25.214527130126953,647400,11,4,23,6,1993
1993-06-14,25.249473517508576,25.266947201603738,25.17957878112793,25.17957878112793,64200,14,0,24,6,1993
1993-06-15,25.2145160600771,25.23198973718041,25.127147674560547,25.127147674560547,142400,15,1,24,6,1993
1993-06-16,25.127157728842448,25.17957878112793,25.0572629924618,25.17957878112793,330900,16,2,24,6,1993
1993-06-17,25.231997520267385,25.266944885253903,25.179576472787605,25.266944885253906,37400,17,3,24,6,1993
1993-06-18,25.252460348472166,25.252460348472166,25.058887481689453,25.058887481689453,58500,18,4,24,6,1993
1993-06-21,25.129268975047356,25.129268975047356,25.076476393167006,25.111671447753906,29300,21,0,25,6,1993
1993-06-22,25.14686999067205,25.14686999067205,25.0940774014684,25.1292724609375,137500,22,1,25,6,1993
1993-06-23,25.12926525749503,25.12926525749503,24.900497436523438,24.900497436523438,227600,23,2,25,6,1993
1993-06-24,24.97089083922957,25.23485374450684,24.97089083922957,25.234853744506836,243700,24,3,25,6,1993
1993-06-25,25.21725845336914,25.287648567684197,25.199660924790376,25.21725845336914,44800,25,4,25,6,1993
1993-06-28,25.340441591250972,25.49881935119629,25.305246533485345,25.49881935119629,439900,28,0,26,6,1993
1993-06-29,25.46362661422539,25.46362661422539,25.340443900818634,25.375638961791992,207500,29,1,26,6,1993
1993-06-30,25.41083402276535,25.46362661422539,25.340443900818634,25.375638961791992,437600,30,2,26,6,1993
1993-07-01,25.410820033852016,25.410820033852016,25.27003986745948,25.305234909057617,605700,1,3,26,7,1993
1993-07-02,25.217259445723954,25.23485697499522,25.076479211553828,25.164466857910156,285400,2,4,26,7,1993
1993-07-06,25.12926525749503,25.19965535625552,24.865302387143192,24.900497436523438,246400,6,1,27,7,1993
1993-07-07,24.88290241287156,25.006085098083798,24.88290241287156,24.970890045166016,343700,7,2,27,7,1993
1993-07-08,24.98849559079479,25.305251168706274,24.953300526582403,25.252458572387695,248200,8,3,27,7,1993
1993-07-09,25.252445829337134,25.32283592224121,25.199653259659076,25.32283592224121,378200,9,4,27,7,1993
1993-07-12,25.28763738825855,25.322832429856682,25.252442346660416,25.305234909057617,373700,12,0,28,7,1993
1993-07-13,25.322846122640822,25.39323624389903,25.146870819495298,25.28765106201172,389600,13,1,28,7,1993
1993-07-14,25.305248839845273,25.44602908373871,25.287651309358594,25.375638961791992,617300,14,2,28,7,1993
1993-07-15,25.35804343024336,25.35804343024336,25.21726317525242,25.270055770874023,443800,15,3,28,7,1993
1993-07-16,25.28765081293756,25.30524834307878,25.164468101948998,25.199663162231445,216400,16,4,28,7,1993
1993-07-19,25.199657768073575,25.199657768073575,25.11167013620181,25.18206024169922,188200,19,0,29,7,1993
1993-07-20,25.164470911856725,25.252458572387695,25.04128818711337,25.252458572387695,68500,20,1,29,7,1993
1993-07-21,25.217256217488355,25.23485374450684,25.146866109414415,25.234853744506836,142700,21,2,29,7,1993
1993-07-22,25.199667748440515,25.23486281512828,25.058887481689453,25.058887481689453,632400,22,3,29,7,1993
1993-07-23,25.11167013620181,25.182060241699222,25.094072609827457,25.18206024169922,286200,23,4,29,7,1993
1993-07-26,25.252445829337134,25.375628491919265,25.252445829337134,25.32283592224121,121300,26,0,30,7,1993
1993-07-27,25.34042995065575,25.358027471454815,25.217247305062283,25.305234909057617,92800,27,1,30,7,1993
1993-07-28,25.252458572387695,25.305251168706274,25.217263508175307,25.252458572387695,30800,28,2,30,7,1993
1993-07-29,25.305242806776313,25.463620543397305,25.27004775419387,25.393230438232422,331000,29,3,30,7,1993
1993-07-30,25.39323882923724,25.39323882923724,25.217263508175307,25.252458572387695,75300,30,4,30,7,1993
1993-08-02,25.287640875789172,25.410823538371304,25.287640875789172,25.32283592224121,41300,2,0,31,8,1993
1993-08-03,25.37562625673082,25.44601634343465,25.252443604999115,25.340431213378906,81600,3,1,31,8,1993
1993-08-04,25.340431213378906,25.393223778406778,25.270041126675075,25.340431213378906,434000,4,2,31,8,1993
1993-08-05,25.340443652955372,25.340443652955372,25.252456001382612,25.28765106201172,36800,5,3,31,8,1993
1993-08-06,25.358030968693246,25.375628491919265,25.287640875789172,25.32283592224121,402300,6,4,31,8,1993
1993-08-09,25.393223424409285,25.534003595854383,25.340430860117376,25.463613510131836,828200,9,0,32,8,1993
1993-08-10,25.446025848388672,25.4636233766379,25.41083079189021,25.446025848388672,604900,10,1,32,8,1993
1993-08-11,25.42842832013944,25.516415961385597,25.42842832013944,25.446025848388672,542200,11,2,32,8,1993
1993-08-12,25.51641920568543,25.51641920568543,25.287651309358594,25.375638961791992,303700,12,3,32,8,1993
1993-08-13,25.393241546821066,25.428436614800027,25.393241546821066,25.410839080810547,103500,13,4,32,8,1993
1993-08-16,25.428437740021174,25.622010622471162,25.428437740021174,25.551620483398438,241800,16,0,33,8,1993
1993-08-17,25.534007977686603,25.63959312438965,25.534007977686603,25.63959312438965,369300,17,1,33,8,1993
1993-08-18,25.727580047711577,25.833165191546236,25.709982523739132,25.780372619628906,414300,18,2,33,8,1993
1993-08-19,25.797970143601347,25.797970143601347,25.74517757168402,25.780372619628906,28500,19,3,33,8,1993
1993-08-20,25.727579723113553,25.797969818115234,25.709982199363136,25.797969818115234,80700,20,4,33,8,1993
1993-08-23,25.69239326315389,25.76278338168308,25.69239326315389,25.74518585205078,15600,23,0,34,8,1993
1993-08-24,25.7451787243186,26.0267391204834,25.7451787243186,26.0267391204834,273400,24,1,34,8,1993
1993-08-25,26.026742606549647,26.149925296371045,25.991547552314962,26.044340133666992,242300,25,2,34,8,1993
1993-08-26,26.061944961547855,26.202725217923533,25.956359769266093,26.06194496154785,120000,26,3,34,8,1993
1993-08-27,25.991547552314962,26.04434013366699,25.991547552314962,26.044340133666992,25700,27,4,34,8,1993
1993-08-30,26.061941398425507,26.185124105913,26.061941398425507,26.14992904663086,183500,30,0,35,8,1993
1993-08-31,26.132314989230775,26.220302581787106,26.097119952208242,26.22030258178711,66500,31,1,35,8,1993
1993-09-01,26.132334663021947,26.237919853579612,26.132334663021947,26.18512725830078,136500,1,2,35,9,1993
1993-09-02,26.202720717972227,26.237915776021886,26.079538014798416,26.097135543823242,472400,2,3,35,9,1993
1993-09-03,26.07953958948346,26.149929709832943,26.04434452930872,26.114734649658203,630500,3,4,35,9,1993
1993-09-07,26.11472646643381,26.149921515579948,25.90355617155699,25.938751220703125,196400,7,1,36,9,1993
1993-09-08,25.938752856686293,25.938752856686293,25.67478997144186,25.850765228271484,269900,8,2,36,9,1993
1993-09-09,25.745180994272232,25.921156257390976,25.745180994272232,25.9035587310791,239200,9,3,36,9,1993
1993-09-10,25.973959766734733,26.149935103907733,25.938764699300133,26.13233757019043,106500,10,4,36,9,1993
1993-09-13,26.220319165195143,26.220319165195143,26.14992904663086,26.14992904663086,66900,13,0,37,9,1993
1993-09-14,26.079535187901676,26.079535187901676,25.95635249808028,26.044340133666992,184500,14,1,37,9,1993
1993-09-15,25.938759348784494,26.132332179745575,25.850771698347643,26.114734649658203,101000,15,2,37,9,1993
1993-09-16,26.07953584694249,26.097133374504534,25.991548209132294,26.009145736694336,54300,16,3,37,9,1993
1993-09-17,25.994127874647614,26.01183504622435,25.92329918834067,25.95871353149414,200900,17,4,37,9,1993
1993-09-20,25.994127664474217,26.047249178774912,25.746227264404297,25.746227264404297,57800,20,0,38,9,1993
1993-09-21,25.78165174106469,25.817066097851864,25.392093816405744,25.65770149230957,318200,21,1,38,9,1993
1993-09-22,25.746229917198562,25.905594476520974,25.71081557068247,25.870180130004883,439700,22,2,38,9,1993
1993-09-23,25.94100260750788,26.0295384525847,25.90558826947715,26.011831283569336,88500,23,3,38,9,1993
1993-09-24,25.976420049048933,25.994127220179845,25.905591364525282,25.94100570678711,53500,24,4,38,9,1993
1993-09-27,26.13578550659427,26.224321365356445,26.13578550659427,26.224321365356445,274600,27,0,39,9,1993
1993-09-28,26.242028485454306,26.242028485454306,26.153492626866402,26.171199798583984,158300,28,1,39,9,1993
1993-09-29,26.171202264023083,26.24203095756577,26.04725205032338,26.082666397094727,221000,29,2,39,9,1993
1993-09-30,26.082656794178245,26.135778294777385,25.97641379297996,26.0295352935791,99300,30,3,39,9,1993
1993-10-01,25.99413311957667,26.188912046222,25.95871876927752,26.15349769592285,22700,1,4,39,10,1993
1993-10-04,26.188905715942386,26.188905715942386,26.118077032464516,26.188905715942383,1038500,4,0,40,10,1993
1993-10-05,26.242033571670728,26.242033571670728,26.06496182017497,26.15349769592285,436500,5,1,40,10,1993
1993-10-06,26.17121568023351,26.277458775011183,26.13580131530762,26.135801315307617,209200,6,2,40,10,1993
1993-10-07,26.17120927053949,26.17120927053949,26.047259023656014,26.064966201782227,59400,7,3,40,10,1993
1993-10-08,26.135779019773736,26.153486187131307,25.905585844125323,26.100364685058594,54400,8,4,40,10,1993
1993-10-11,26.153497695922848,26.206619221371575,26.153497695922848,26.15349769592285,467100,11,0,41,10,1993
1993-10-12,26.188905715942386,26.206612886811854,26.17119854507292,26.188905715942383,26200,12,1,41,10,1993
1993-10-13,26.206612886811854,26.206612886811854,26.15349137420345,26.188905715942383,139100,13,2,41,10,1993
1993-10-14,26.295136475913196,26.52532958984375,26.224307825473026,26.52532958984375,108100,14,3,41,10,1993
1993-10-15,26.649281209208578,26.72010986358521,26.57845255483194,26.666988372802734,1502500,15,4,41,10,1993
1993-10-18,26.64929767105773,26.64929767105773,26.56076179839641,26.596176147460938,722400,18,0,42,10,1993
1993-10-19,26.560764197612436,26.61388572600766,26.401399612426758,26.401399612426758,880100,19,1,42,10,1993
1993-10-20,26.489931059298865,26.489931059298865,26.383688020290982,26.436809539794922,230400,20,2,42,10,1993
1993-10-21,26.454521140821985,26.454521140821985,26.365985260163278,26.401399612426758,56200,21,3,42,10,1993
1993-10-22,26.43681515387769,26.54305821544719,26.277450561523438,26.277450561523438,390700,22,4,42,10,1993
1993-10-25,26.29514890332376,26.383684758217107,26.224320219409083,26.348270416259766,114500,25,0,43,10,1993
1993-10-26,26.330564498901367,26.34827167072309,26.242028639792753,26.330564498901367,186200,26,1,43,10,1993
1993-10-27,26.29514890332376,26.365977587238437,26.29514890332376,26.348270416259766,118400,27,2,43,10,1993
1993-10-28,26.383678634775887,26.61387180407259,26.383678634775887,26.54304313659668,129600,28,3,43,10,1993
1993-10-29,26.525335969727703,26.560750303465657,26.507628802858726,26.54304313659668,80700,29,4,43,10,1993
1993-11-01,26.50763712290994,26.631587329897496,26.50763712290994,26.613880157470703,36400,1,0,44,11,1993
1993-11-02,26.578468972928675,26.63159049652547,26.43681157667056,26.596176147460938,262100,2,1,44,11,1993
1993-11-03,26.578479635659217,26.578479635659217,26.13580009475883,26.259750366210938,479100,3,2,44,11,1993
1993-11-04,26.25972646779565,26.25972646779565,25.958704653936902,25.976411819458008,130400,4,3,44,11,1993
1993-11-05,25.905585844125323,26.100364685058594,25.7993428399799,26.100364685058594,363200,5,4,44,11,1993
1993-11-08,26.118094132844675,26.2066300451594,26.047265402992892,26.135801315307617,367600,8,0,45,11,1993
1993-11-09,26.31286227226903,26.330569447418604,26.135790520773273,26.15349769592285,246900,9,1,45,11,1993
1993-11-10,26.153491535494407,26.34827041625977,26.08266285157973,26.348270416259766,46500,10,2,45,11,1993
1993-11-11,26.34827926923644,26.419107976949437,26.259743384595186,26.277450561523438,88900,11,3,45,11,1993
1993-11-12,26.330570907899794,26.48993549308547,26.31286373176805,26.401399612426758,108200,12,4,45,11,1993
1993-11-15,26.454510928160392,26.454510928160392,26.312853573792733,26.383682250976562,243300,15,0,46,11,1993
1993-11-16,26.436808334483093,26.52534419628645,26.330565300319062,26.50763702392578,492600,16,1,46,11,1993
1993-11-17,26.5253466214807,26.5253466214807,26.295153359745555,26.365982055664062,39600,17,2,46,11,1993
1993-11-18,26.330563191372132,26.383684704199382,26.22432016571764,26.295148849487305,240800,18,3,46,11,1993
1993-11-19,26.20662436955049,26.27745308406279,26.188917190922414,26.24203872680664,106000,19,4,46,11,1993
1993-11-22,26.171202264023083,26.188909437408757,25.994130530166366,26.082666397094727,165300,22,0,47,11,1993
1993-11-23,26.224321365356445,26.242028537108883,26.082663991336965,26.224321365356445,89700,23,1,47,11,1993
1993-11-24,26.29515015525792,26.34827167072309,26.259735811614476,26.330564498901367,77200,24,2,47,11,1993
1993-11-26,26.401391929195775,26.401391929195775,26.3305632452811,26.348270416259766,1019800,26,4,47,11,1993
1993-11-29,26.419110513087386,26.47223204897161,26.24203872680664,26.24203872680664,517500,29,0,48,11,1993
1993-11-30,26.22433600293891,26.383700637663047,26.206628821302893,26.259750366210938,230000,30,1,48,11,1993
1993-12-01,26.401391875141798,26.419099046084213,26.2951488494873,26.295148849487305,379200,1,2,48,12,1993
1993-12-02,26.348274881684436,26.38368922964369,26.295153359745555,26.365982055664062,352000,2,3,48,12,1993
1993-12-03,26.348267377260136,26.472217559814453,26.348267377260136,26.472217559814453,306000,3,4,48,12,1993
1993-12-06,26.50763516998291,26.596171025594074,26.50763516998291,26.56075668334961,99500,6,0,49,12,1993
1993-12-07,26.560750303465657,26.578457470334634,26.507628802858726,26.54304313659668,88800,7,1,49,12,1993
1993-12-08,26.54304313659668,26.54304313659668,26.507628802858726,26.54304313659668,146700,8,2,49,12,1993
1993-12-09,26.543045577594395,26.578459914589185,26.419095398112635,26.454509735107422,416500,9,3,49,12,1993
1993-12-10,26.472228316953725,26.472228316953725,26.348278084031534,26.401399612426758,412900,10,4,49,12,1993
1993-12-13,26.40139214324951,26.560756683349606,26.365977801005045,26.56075668334961,273200,13,0,50,12,1993
1993-12-14,26.57846814341958,26.57846814341958,26.365982055664062,26.365982055664062,41900,14,1,50,12,1993
1993-12-15,26.40139318618826,26.41910035800998,26.330564498901367,26.330564498901367,82600,15,2,50,12,1993
1993-12-16,26.436806979192166,26.436806979192166,26.38368546483344,26.419099807739258,78200,16,3,50,12,1993
1993-12-17,26.475154787102,26.58212510947413,26.457326400039978,26.56429672241211,104700,17,4,50,12,1993
1993-12-20,26.546473248714417,26.617786810161604,26.52864485835262,26.599958419799805,68800,20,0,51,12,1993
1993-12-21,26.564290278216056,26.564290278216056,26.475148364530767,26.510805130004883,205700,21,1,51,12,1993
1993-12-22,26.58213942227717,26.70693819890758,26.52865423229271,26.689109802246094,410300,22,2,51,12,1993
1993-12-23,26.67126655578613,26.724751715991584,26.63560978231583,26.671266555786133,533800,23,3,51,12,1993
1993-12-27,26.67125389423776,26.813880920410156,26.67125389423776,26.813880920410156,447100,27,0,52,12,1993
1993-12-28,26.796057080304934,26.885198986759708,26.77822869901398,26.86737060546875,880600,28,1,52,12,1993
1993-12-29,26.88520168671972,26.9030300698011,26.813888154394206,26.831716537475586,266700,29,2,52,12,1993
1993-12-30,26.813896275902685,26.813896275902685,26.671269168052138,26.724754333496094,219900,30,3,52,12,1993
1993-12-31,26.77823120055784,26.813887966470702,26.564290605080682,26.58211898803711,312900,31,4,52,12,1993
1994-01-03,26.582118660953114,26.61777542642723,26.475148364530767,26.510805130004883,960900,3,0,1,1,1994
1994-01-04,26.54646904262535,26.617782592773438,26.51081226755131,26.617782592773438,164300,4,1,1,1,1994
1994-01-05,26.65343816905098,26.689094942521283,26.546467848640074,26.671266555786133,710900,5,2,1,1,1994
1994-01-06,26.706923329256433,26.724751715991584,26.63560978231583,26.671266555786133,201000,6,3,1,1,1994
1994-01-07,26.724746238987308,26.849544920556962,26.653432706661793,26.831716537475586,775500,7,4,1,1,1994
1994-01-10,26.867373810265306,27.15262794494629,26.796060276595057,27.15262794494629,593700,10,0,2,1,1994
1994-01-11,27.13478738132276,27.13478738132276,27.009988753419172,27.099130630493164,295200,11,1,2,1,1994
1994-01-12,27.116983931135422,27.116983931135422,26.920871621311303,27.010013580322266,158400,12,2,2,1,1994
1994-01-13,26.93869018554688,26.99217534144141,26.90303341495052,26.938690185546875,244300,13,3,2,1,1994
1994-01-14,27.02783735221204,27.099150907231067,27.02783735221204,27.045665740966797,137200,14,4,2,1,1994
1994-01-17,27.045665740966797,27.08132251847631,26.992180574702523,27.045665740966797,17700,17,0,3,1,1994
1994-01-18,27.0813045501709,27.116961304022343,27.027819419393737,27.0813045501709,166400,18,1,3,1,1994
1994-01-19,27.045670363926654,27.081327147531038,26.956528404915687,27.010013580322266,200800,19,2,3,1,1994
1994-01-20,27.045647796319457,27.099132927096623,27.027819419393737,27.0813045501709,281100,20,3,3,1,1994
1994-01-21,27.116966302917,27.116966302917,27.009996021643165,27.02782440185547,85600,21,4,3,1,1994
1994-01-24,27.009998384690444,27.134797057094953,26.920856475830078,26.920856475830078,373800,24,0,4,1,1994
1994-01-25,26.93868485760215,26.956513239374225,26.86737133051386,26.920856475830078,310400,25,1,4,1,1994
1994-01-26,26.920856805899657,27.00999871585297,26.885200041918335,26.992170333862305,145100,26,2,4,1,1994
1994-01-27,27.045659467187853,27.277428467236266,27.010002697949634,27.241771697998047,344500,27,3,4,1,1994
1994-01-28,27.348742325685667,27.402227480168754,27.313085556030273,27.313085556030273,356500,28,4,4,1,1994
1994-01-31,27.420055312764234,27.562682388513334,27.38439854382696,27.509197235107422,313800,31,0,5,1,1994
1994-02-01,27.4735474825682,27.4735474825682,27.330920370393933,27.3665771484375,303600,1,1,5,2,1994
1994-02-02,27.45570938949832,27.544851303100586,27.437881006777864,27.544851303100586,307600,2,2,5,2,1994
1994-02-03,27.491359365932034,27.491359365932034,27.330903961072508,27.420045852661133,466100,3,3,5,2,1994
1994-02-04,27.420057891926923,27.455714664218117,26.79606437683106,26.796064376831055,1403200,4,4,5,2,1994
1994-02-07,26.724744276337276,26.99217000291837,26.724744276337276,26.920856475830078,516400,7,0,6,2,1994
1994-02-08,26.974346956143233,26.974346956143233,26.83171987375781,26.938690185546875,188200,8,1,6,2,1994
1994-02-09,26.95652379719301,27.063494129721555,26.920867019683495,27.045665740966797,144600,9,2,6,2,1994
